Date,Symbol,Open,High,Low,Close,Volume,Sigma
1960-02-22,SYNTH,194.7781961052804,198.13100593518337,189.23929300294267,192.59210283284565,612,0.015
1960-02-23,SYNTH,192.55012668723987,192.91064331474328,186.13023106550546,186.49074769300887,819,0.015
1960-02-24,SYNTH,186.91446788532554,188.82004007510798,185.33237052499888,187.23794271478133,517,0.008
1960-02-25,SYNTH,186.85081962534028,188.36753019209843,185.19906707916286,186.715777645921,507,0.008
1960-02-26,SYNTH,187.64984779588278,192.50862910196392,184.19748017123436,189.0562614773155,574,0.015
1960-02-29,SYNTH,189.29272347053896,190.91724304107305,187.00678165888053,188.63130122941462,535,0.008
1960-03-01,SYNTH,189.12367780281525,192.58250330206684,187.2195773628668,190.6784028621184,581,0.008
1960-03-02,SYNTH,190.88848562902703,191.37903669197843,190.26075167824797,190.75130274119937,507,0.008
1960-03-03,SYNTH,190.8592525025211,191.81179164450722,188.43343186101936,189.3859710030055,577,0.008
1960-03-04,SYNTH,189.26093268462762,189.78825023735934,187.33577572884118,187.8630932815729,574,0.015
1960-03-07,SYNTH,187.75182378986005,188.11499026287566,187.6187610744003,187.98192754741592,512,0.008
1960-03-08,SYNTH,187.93711152215874,191.4989427564102,182.94924877787173,186.5110800121232,576,0.008
1960-03-09,SYNTH,186.41091628622584,188.26034050965566,183.428759220668,185.27818344409783,560,0.008
1960-03-10,SYNTH,185.73802459789297,186.80127515041067,182.02079570537535,183.08404625789305,643,0.008
1960-03-11,SYNTH,183.23217222587087,185.47252224710323,180.4265102015387,182.66686022277105,530,0.008
1960-03-14,SYNTH,182.826496284101,183.31160708305055,179.76001439095683,180.24512518990636,642,0.008
1960-03-15,SYNTH,180.11216354473265,180.82429653409264,178.11449561784647,178.82662860720646,571,0.008
1960-03-16,SYNTH,179.1090310673185,179.1581020962733,177.3041363781923,177.3532074071471,598,0.008
1960-03-17,SYNTH,177.59947547239045,178.0979268741758,175.4318802159704,175.93033161775577,594,0.008
1960-03-18,SYNTH,175.94114859915274,176.18613290984533,175.35329688706264,175.59828119775523,519,0.008
1960-03-21,SYNTH,175.73833259010016,180.53938821374976,172.50097627068274,177.30203189433234,588,0.008
1960-03-22,SYNTH,177.6172377026985,181.98987184014328,174.59630111340758,178.96893525085235,575,0.008
1960-03-23,SYNTH,179.1233617152391,183.89883383225606,176.1971098940524,180.97258201106936,602,0.008
1960-03-24,SYNTH,180.7241696800113,182.52256064630856,179.23903515421446,181.03742612051173,517,0.008
1960-03-25,SYNTH,181.26584576652434,181.70912806879068,180.2491747269832,180.69245702924954,531,0.008
1960-03-28,SYNTH,180.74131335310003,181.40294489538718,180.30736877425636,180.96900031654351,512,0.008
1960-03-29,SYNTH,180.44527267390646,181.7677464569287,180.24689470403442,181.56936848705666,562,0.008
1960-03-30,SYNTH,180.0470944904808,182.12853125522474,175.6635287147014,177.74496547944537,628,0.015
1960-03-31,SYNTH,177.81450632041134,178.16813651399542,177.77316339454106,178.12679358812514,517,0.008
1960-04-01,SYNTH,178.00030147084877,178.50520389632896,177.40685830072198,177.91176072620217,504,0.008
1960-04-04,SYNTH,178.11713604557573,180.25167215349555,178.09799780351398,180.2325339114338,618,0.015
1960-04-05,SYNTH,180.11324448454326,185.48297937633953,173.86360289002945,179.23333778182572,548,0.008
1960-04-06,SYNTH,179.52948933721783,182.21407141213365,178.69333730995754,181.37791938487337,602,0.008
1960-04-07,SYNTH,181.67861833276345,182.14683299696225,181.60826986145784,182.07648452565664,521,0.008
1960-04-08,SYNTH,182.9351262752417,183.0552193057696,181.5771027172359,181.69719574776383,567,0.015
1960-04-11,SYNTH,181.35052134575736,181.45858911832252,180.39599363278194,180.5040614053471,546,0.008
1960-04-12,SYNTH,180.76073348344914,181.341129672854,179.63844387014936,180.21884005955422,530,0.008
1960-04-13,SYNTH,180.43526434829377,187.26312536677102,172.04624555265696,178.8741065711342,586,0.008
1960-04-14,SYNTH,178.79134285773407,180.394815292195,178.1054976118318,179.70897004629273,551,0.008
1960-04-15,SYNTH,180.06365073872166,183.71085286274374,179.93813052163966,183.58533264566174,693,0.008
1960-04-18,SYNTH,183.4809112822723,183.78533000491058,182.4586819756287,182.76310069826698,539,0.008
1960-04-19,SYNTH,183.1875221090265,184.90090625804734,181.77362647039308,183.48701061941392,516,0.008
1960-04-20,SYNTH,183.60090938973056,184.6153559274245,183.55645962529496,184.5709061629889,552,0.008
1960-04-21,SYNTH,184.40770787931194,188.20139454351548,181.28898177176154,185.08266843596508,536,0.008
1960-04-22,SYNTH,184.89724749014417,187.21777556959094,182.16753416619065,184.48806224563742,522,0.008
1960-04-25,SYNTH,184.3362301732485,190.1311762606709,181.13684689121604,186.93179297863844,639,0.008
1960-04-26,SYNTH,187.33645398374418,188.88402959696128,185.62310140745083,187.17067702066794,508,0.008
1960-04-27,SYNTH,187.61889634789543,191.9946280492799,187.10169993472496,191.47743163610943,703,0.015
1960-04-28,SYNTH,192.0769549867734,192.635607101842,190.98003934661554,191.53869146168415,528,0.008
1960-04-29,SYNTH,191.2581409016828,194.56632609096502,190.11391731844515,193.42210250772737,612,0.008
1960-05-02,SYNTH,193.86644866427045,194.10944078559746,193.51639620606406,193.75938832739106,505,0.008
1960-05-03,SYNTH,193.91760768058302,195.56322350648048,191.08794292696493,192.7335587528624,561,0.008
1960-05-04,SYNTH,193.00828562509759,194.15426941813695,191.83294631715347,192.97893011019283,501,0.015
1960-05-05,SYNTH,192.88293123041055,196.59333156754207,190.60969138400196,194.32009172113348,574,0.008
1960-05-06,SYNTH,194.1765661645979,195.0393129590102,193.16249460297342,194.02524139738574,507,0.008
1960-05-09,SYNTH,193.72057911697516,195.598193819625,193.2077080882817,195.08532279093154,570,0.008
1960-05-10,SYNTH,194.62893964235124,195.76816113309192,193.4740145580386,194.61323604877927,500,0.008
1960-05-11,SYNTH,194.60620884292243,195.46712644377286,193.5538696614215,194.41478726227191,509,0.008
1960-05-12,SYNTH,196.39544970201717,200.84097538726266,193.72955302372753,198.17507870897302,590,0.015
1960-05-13,SYNTH,198.39287555360013,198.55433301467008,197.782873692617,197.94433115368693,522,0.008
1960-05-16,SYNTH,197.45590173154284,197.67677227340786,197.44882753878932,197.66969808065434,510,0.008
1960-05-17,SYNTH,197.6278323120126,197.7031673229191,197.41802256552188,197.49335757642837,506,0.008
1960-05-18,SYNTH,197.81352152719745,197.98921150370924,195.7129601318764,195.8886501083882,597,0.008
1960-05-19,SYNTH,195.93868039195507,196.31735855220768,194.54538432111806,194.92406248137067,551,0.008
1960-05-20,SYNTH,194.5766723459665,195.20658893606864,192.79414561820678,193.42406220830892,559,0.008
1960-05-23,SYNTH,194.3975108447955,197.69633977156556,187.64159232307227,190.94042124984233,679,0.015
1960-05-24,SYNTH,190.67408259290997,190.80307054712833,190.5211961495261,190.65018410374446,501,0.008
1960-05-25,SYNTH,190.366479326829,191.683279463438,189.84257562632536,191.15937576293436,541,0.008
1960-05-26,SYNTH,191.23103399342142,195.83592620583238,184.0830051902253,188.68789740263625,633,0.015
1960-05-27,SYNTH,188.54453840570247,190.2643029548851,187.69143059320209,189.4111951423847,545,0.008
1960-05-30,SYNTH,188.67340058369456,195.27913845034382,181.68435411499968,188.29009198164894,520,0.015
1960-05-31,SYNTH,188.32479310524823,189.1191815857457,187.05494990617916,187.84933838667664,525,0.008
1960-06-01,SYNTH,187.69020959999366,189.46805635446017,186.79369374654658,188.5715405010131,546,0.008
1960-06-02,SYNTH,189.37960731090826,191.1674590887484,186.4038533268424,188.19170510468254,562,0.008
1960-06-03,SYNTH,188.48094033136255,190.27123963973173,186.18471058286357,187.97500989123276,526,0.008
1960-06-06,SYNTH,187.64223306107587,188.06381728387063,187.47956627807753,187.9011505008723,513,0.008
1960-06-07,SYNTH,187.53655488536648,187.99110705472546,186.68855873789937,187.14311090725835,521,0.008
1960-06-08,SYNTH,187.19411926317497,197.53767351501796,183.28863504792864,193.63218929977162,838,0.015
1960-06-09,SYNTH,193.9943192206268,194.04198025784112,192.28952485519153,192.33718589240584,585,0.008
1960-06-10,SYNTH,192.60442833403937,198.7840249269624,186.75124979943112,192.93084639235414,516,0.008
1960-06-13,SYNTH,192.49573052165238,194.87722102402935,187.71135108103815,190.09284158341512,625,0.015
1960-06-14,SYNTH,190.21844099282345,193.26396220963932,186.16697920749402,189.2125004243099,553,0.008
1960-06-15,SYNTH,189.03352063855664,190.0229643913077,188.4810847339275,189.47052848667857,523,0.008
1960-06-16,SYNTH,189.5589377367115,198.3360330164956,183.01764321867572,191.79473849845982,617,0.008
1960-06-17,SYNTH,191.66261750611127,194.5998348144376,189.11486299344037,192.0520803017667,520,0.008
1960-06-20,SYNTH,192.10797753853373,195.47235493932834,191.56139675908838,194.925774159883,645,0.008
1960-06-21,SYNTH,195.5919290363684,196.62540590816138,194.8632056244466,195.89668249623958,515,0.008
1960-06-22,SYNTH,195.88216694490401,196.10798819624125,195.45096319110627,195.6767844424435,510,0.008
1960-06-23,SYNTH,195.28308020579058,197.504498329807,194.6586538557023,196.88007197971874,581,0.008
1960-06-24,SYNTH,197.30196741869136,199.38552138202806,196.08702886770584,198.17058283104254,543,0.008
1960-06-27,SYNTH,197.97892010368398,200.9623809345413,197.01378414832527,199.9972449791826,601,0.008
1960-06-28,SYNTH,200.34148309397892,200.93145357420593,198.74426947748287,199.33423995770988,550,0.008
1960-06-29,SYNTH,199.55973319087573,200.6306713547398,198.3244698043528,199.39540796821686,508,0.008
1960-06-30,SYNTH,199.52483530826328,200.0769560436786,197.65064321768935,198.20276395310466,566,0.008
1960-07-01,SYNTH,198.28830394906822,203.67395613029296,193.8274916968299,199.21314387805464,546,0.008
1960-07-04,SYNTH,199.07680654325404,206.02427786250752,198.16612166539088,205.11359298464436,798,0.015
1960-07-05,SYNTH,204.63071262718805,204.70520181637676,204.60107051182445,204.67555970101316,502,0.008
1960-07-06,SYNTH,204.10613206496907,207.16064926072283,202.12133944087594,205.1758566366297,552,0.015
1960-07-07,SYNTH,204.49209730046647,204.78258833620927,203.18100120989737,203.47149224564018,550,0.008
1960-07-08,SYNTH,203.39612429491783,203.67524631301316,203.16646040428756,203.4455824223829,502,0.008
1960-07-11,SYNTH,203.3794840813805,204.0163308364389,199.74279460752328,200.37964136258168,648,0.008
1960-07-12,SYNTH,200.54062505404895,200.5919776378151,198.6832822091237,198.73463479288984,590,0.015
1960-07-13,SYNTH,198.66225203217996,198.80120717326855,196.14436040192862,196.2833155430172,620,0.008
1960-07-14,SYNTH,195.61356323043307,197.98758070394473,194.29728188775798,196.67129936126963,553,0.008
1960-07-15,SYNTH,197.05170601197787,199.9575203078223,195.44017039289133,198.34598468873577,565,0.008
1960-07-18,SYNTH,198.47302983195064,200.40517512779223,198.1773469803976,200.1094922762392,582,0.008
1960-07-19,SYNTH,200.79413078308545,207.74417790000692,194.79890040228162,201.74894751920309,547,0.015
1960-07-20,SYNTH,201.61184410724823,204.03442576133057,198.69154678286023,201.11412843694256,524,0.008
1960-07-21,SYNTH,200.91053862356495,203.24493653157597,199.0545549819585,201.38895288996952,523,0.008
1960-07-22,SYNTH,201.86355824874812,202.44948087231685,200.2184593944776,200.80438201804634,552,0.008
1960-07-25,SYNTH,200.95456627641744,205.32272582764276,196.97138874156494,201.33954829279025,519,0.008
1960-07-26,SYNTH,201.5076703193133,203.66343338159226,198.1662545627306,200.32201762500955,559,0.008
1960-07-27,SYNTH,199.9673972976978,203.84234263181415,198.0000185613695,201.87496389548585,594,0.008
1960-07-28,SYNTH,202.0570094263784,204.1816470146327,199.31302646804343,201.43766405629773,530,0.008
1960-07-29,SYNTH,202.4059324150105,202.76247966999568,201.5302961751819,201.88684343016706,525,0.008
1960-08-01,SYNTH,201.9952981513662,204.9308444807344,199.39532993171278,202.330876261081,516,0.015
1960-08-02,SYNTH,201.84400152886457,202.56935305505323,199.668520867838,200.39387239402666,572,0.008
1960-08-03,SYNTH,200.3113728871527,203.349608658341,197.1294840126304,200.1677197838187,507,0.008
1960-08-04,SYNTH,200.63451675952487,205.22285453650014,197.5774755009223,202.16581327789757,576,0.008
1960-08-05,SYNTH,202.30302573247732,207.9131132262453,199.51503058882827,205.12511808259623,638,0.008
1960-08-08,SYNTH,204.87313651988399,209.19229169566185,203.01286952090697,207.33202469668484,619,0.008
1960-08-09,SYNTH,207.4962026087502,208.311653032453,206.2839088333814,207.0993592570842,519,0.008
1960-08-10,SYNTH,206.69493573090665,207.10219835924678,204.04139948949603,204.44866211783616,609,0.008
1960-08-11,SYNTH,204.79747065195755,205.82189179659676,204.08251763959612,205.10693878423533,515,0.008
1960-08-12,SYNTH,204.70615617834585,212.89067767187743,195.18662289176135,203.37114438529292,565,0.008
1960-08-15,SYNTH,202.8126968952314,203.5541848027363,201.57080174104186,202.31228964854677,524,0.015
1960-08-16,SYNTH,202.64699486762746,204.27955800387068,199.89066132784157,201.5232244640848,555,0.008
1960-08-17,SYNTH,201.5165140030706,201.84670182721612,199.69825637802518,200.0284442021707,574,0.008
1960-08-18,SYNTH,200.40248593888322,200.73358840141202,199.37626916571526,199.70737162824406,534,0.008
1960-08-19,SYNTH,199.93344873543245,201.2130543963735,198.23011985432132,199.50972551526237,521,0.008
1960-08-22,SYNTH,199.89288600368175,201.5542797639929,197.35357336622204,199.01496712653318,544,0.008
1960-08-23,SYNTH,199.21069842553192,201.4239510381526,195.37784214971884,197.59109476233954,581,0.008
1960-08-24,SYNTH,198.12147920033507,199.9156614284504,197.7837391163109,199.57792134442622,573,0.008
1960-08-25,SYNTH,199.26233088404223,200.60316822649816,198.6802527273171,200.02109006977304,538,0.008
1960-08-26,SYNTH,199.76463879883372,202.40496955034467,189.68605963900063,192.3263903905116,879,0.015
1960-08-29,SYNTH,192.54197826875102,193.68524304097346,191.8187422176601,192.96200698988252,521,0.008
1960-08-30,SYNTH,193.6437811036023,196.21800337742474,193.43502135150626,196.0092436253287,621,0.015
1960-08-31,SYNTH,196.10661820387344,198.08881122463296,194.44275221364182,196.42494523440135,516,0.008
1960-09-01,SYNTH,196.66549842745354,197.29702122800848,195.79196025871886,196.4234830592738,512,0.008
1960-09-02,SYNTH,196.34372291430114,197.4444325883908,192.691194300884,193.79190397497368,630,0.008
1960-09-05,SYNTH,193.23629246236268,200.57792202619103,191.79356462858127,199.1351941924096,800,0.015
1960-09-06,SYNTH,199.21537251724746,204.82919207682127,194.40378928467527,200.01760884424908,540,0.008
1960-09-07,SYNTH,200.3754030471984,205.06016511314456,195.92577230595023,200.6105343718964,511,0.015
1960-09-08,SYNTH,201.04065138747728,202.6942132592678,198.9906886909108,200.6442505627013,519,0.008
1960-09-09,SYNTH,200.72704203054747,201.50135239434186,198.85563222123827,199.62994258503267,554,0.008
1960-09-12,SYNTH,199.38834848969256,201.85748060411774,194.92115357729517,197.39028569172035,600,0.008
1960-09-13,SYNTH,197.50959229982078,198.1628713351214,193.72082506624113,194.37410410154175,660,0.008
1960-09-14,SYNTH,194.8943806036321,196.92918244999447,193.88948951601685,195.92429136237922,552,0.008
1960-09-15,SYNTH,195.81864690963837,196.74745725306897,192.84605329301726,193.77486363644786,604,0.008
1960-09-16,SYNTH,193.72707831576207,199.93801902095814,191.1392967007148,197.35023740591086,685,0.015
1960-09-19,SYNTH,197.44549954186715,202.6523457792128,195.21886550458876,200.4257117419344,649,0.008
1960-09-20,SYNTH,200.4622612241473,200.95697830377344,196.96345124153777,197.4581683211639,650,0.008
1960-09-21,SYNTH,197.582551293225,198.83434937437795,194.94807782934555,196.1998759104985,570,0.008
1960-09-22,SYNTH,196.19027765311176,198.5185902544063,193.99974278809287,196.3280553893874,507,0.008
1960-09-23,SYNTH,196.0578397537594,196.13460502793788,194.54045365952553,194.617218933704,573,0.008
1960-09-26,SYNTH,194.26194414279468,195.22544349046763,193.54860190647733,194.51210125415028,512,0.008
1960-09-27,SYNTH,194.91795591143955,195.596767295002,193.50695376878963,194.18576515235208,537,0.008
1960-09-28,SYNTH,194.05990651410715,196.35347581871815,191.2973265664736,193.5908958710846,524,0.008
1960-09-29,SYNTH,192.96815340008592,195.1380134926664,186.27011356761633,188.4399736601968,737,0.015
1960-09-30,SYNTH,188.31248577412646,189.72693866541402,185.96689030165282,187.3813431929404,549,0.015
1960-10-03,SYNTH,186.42762537934837,191.17000329306538,183.59647651482865,188.33885442854566,601,0.008
1960-10-04,SYNTH,188.88447275011572,197.00568250782666,181.28138157223577,189.40259132994672,527,0.008
1960-10-05,SYNTH,189.92165643771452,190.62813687993446,189.36540772317667,190.07188816539662,507,0.008
1960-10-06,SYNTH,189.9123757112388,192.07805087887198,188.34501600769275,190.51069117532592,531,0.008
1960-10-07,SYNTH,190.0172779022254,191.90140736496122,188.42107100228006,190.30520046501587,515,0.008
1960-10-10,SYNTH,190.01360423177567,196.26455566180204,184.8160249220486,191.06697635207496,555,0.008
1960-10-11,SYNTH,191.29956534805666,192.0272886027666,189.85638314164137,190.5841063963513,537,0.008
1960-10-12,SYNTH,190.80888448746333,191.44864729654782,184.04998573570757,184.68974854479205,825,0.015
1960-10-13,SYNTH,184.35829557882218,186.28803995445966,180.63055882018384,182.56030319582132,598,0.008
1960-10-14,SYNTH,182.9379969898362,182.97918980089818,181.69723876173688,181.73843157279887,565,0.008
1960-10-17,SYNTH,181.5764963015979,184.93584074955174,180.58605444178448,183.94539888973833,629,0.008
1960-10-18,SYNTH,183.6938673145207,183.70783196290063,182.0440506008691,182.05801524924902,589,0.008
1960-10-19,SYNTH,181.9755389670206,186.2100689072137,178.59617294829954,182.83070288849262,546,0.008
1960-10-20,SYNTH,183.04373647933343,184.1530019276208,181.61832968616693,182.7275951344543,517,0.008
1960-10-21,SYNTH,182.6649855482414,187.59287950336724,179.33450077444041,184.26239472956627,587,0.015
1960-10-24,SYNTH,184.1270304468573,184.2438148971299,182.79676870533197,182.91355315560457,566,0.008
1960-10-25,SYNTH,183.07853184003056,187.95387139094606,176.99072090344532,181.86606045436082,566,0.008
1960-10-26,SYNTH,181.76227245710638,183.08312777284144,179.21688094192498,180.53773625766004,567,0.008
1960-10-27,SYNTH,179.5592782406686,180.64096600519605,178.0546388562186,179.13632662074605,523,0.015
1960-10-28,SYNTH,179.7572394959264,180.36473200376054,177.26231312962142,177.86980563745556,605,0.008
1960-10-31,SYNTH,177.5680823635812,182.1686677641926,176.11209805906225,180.71268345967366,675,0.015
1960-11-01,SYNTH,180.97126584009507,181.4433839706102,180.85232015886064,181.32443828937576,519,0.008
1960-11-02,SYNTH,181.98976462192869,182.76827626026463,180.46372003705613,181.24223167539208,541,0.015
1960-11-03,SYNTH,181.26406882989124,182.1594042928116,178.24471791734703,179.14005338026737,617,0.008
1960-11-04,SYNTH,179.73992698251573,182.65260096610086,177.4494029253641,180.36207690894923,534,0.008
1960-11-07,SYNTH,180.2269079294521,181.80082805550563,178.96955172510937,180.5434718511629,517,0.008
1960-11-08,SYNTH,180.43845957595278,182.53384981265907,180.37678983432528,182.47218007103157,612,0.008
1960-11-09,SYNTH,182.81236790537767,183.88889505998873,182.7983553814751,183.87488253608615,557,0.008
1960-11-10,SYNTH,183.94164750795116,184.4350236082237,182.44134848921823,182.93472458949077,554,0.008
1960-11-11,SYNTH,182.86653058465254,187.96279064116936,178.42448751000043,183.52074756651726,535,0.008
1960-11-14,SYNTH,183.30612057646061,186.0509039804734,181.75184733641203,184.49663074042482,564,0.008
1960-11-15,SYNTH,184.33786335497751,188.0329214421859,179.41493282081956,183.10999090802795,566,0.015
1960-11-16,SYNTH,183.22447525476562,183.64747336242948,182.00983058674262,182.43282869440648,543,0.008
1960-11-17,SYNTH,182.27563364273027,185.25304447831903,181.34366259703293,184.3210734326217,611,0.008
1960-11-18,SYNTH,184.25462042416183,186.5269012997885,181.85837249724133,184.130653372868,506,0.015
1960-11-21,SYNTH,184.04164251852384,194.821688987188,172.91636980605406,183.69641627471822,518,0.008
1960-11-22,SYNTH,183.93060432632512,186.28283564807725,181.0757335141477,183.42796483589981,527,0.008
1960-11-23,SYNTH,182.9298580505006,185.757759173665,181.59015295658494,184.41805407974934,581,0.008
1960-11-24,SYNTH,184.897267251536,186.3067949116082,182.93341276247796,184.34294042255016,530,0.008
1960-11-25,SYNTH,184.69749632246817,185.98507787678346,183.83815729199142,185.12573884630672,523,0.008
1960-11-28,SYNTH,185.2571333379757,187.5298244894879,179.60912866453904,181.88181981605126,683,0.015
1960-11-29,SYNTH,182.0159870204405,184.4191211923665,176.61069490134483,179.01382907327084,666,0.015
1960-11-30,SYNTH,179.35639903047732,181.12785660226373,177.50843307100948,179.2798906427959,504,0.008
1960-12-01,SYNTH,179.31420892246032,180.38065172373058,178.53144377881569,179.59788658008594,515,0.008
1960-12-02,SYNTH,179.0508480924865,179.99166704269186,178.4420728249108,179.38289177511618,518,0.008
1960-12-05,SYNTH,179.24545567311114,184.35667310136773,175.9935661489144,181.104783577171,603,0.008
1960-12-06,SYNTH,180.80465344622237,185.35705026072628,174.31459929404224,178.86699610854615,607,0.015
1960-12-07,SYNTH,178.91569080004797,180.27530070103106,176.37695994090538,177.73656984188847,566,0.008
1960-12-08,SYNTH,177.85568361417083,184.8038610001879,169.7123313240369,176.660508710054,567,0.015
1960-12-09,SYNTH,177.15685928622128,177.28348912816443,176.06097520678082,176.18760504872398,554,0.008
1960-12-12,SYNTH,176.0764262063334,179.0924765721511,174.75207257755923,177.76812294337694,595,0.008
1960-12-13,SYNTH,177.04903175960897,190.04179626672115,167.2209196203241,180.2136841274363,677,0.015
1960-12-14,SYNTH,180.80651767807848,181.17873728923217,179.62299892171038,179.99521853286407,544,0.008
1960-12-15,SYNTH,180.08637164716743,187.3938548216759,172.51379863044946,179.82128180495792,514,0.015
1960-12-16,SYNTH,179.7696149858101,183.38044638500278,176.948518658422,180.55935005761467,543,0.008
1960-12-19,SYNTH,180.75793100657975,181.24777170498027,180.55732940060457,181.0471700990051,515,0.008
1960-12-20,SYNTH,181.2672983598875,183.07603635535486,181.13934473642908,182.94808273189645,592,0.008
1960-12-21,SYNTH,182.8383875398052,183.96479069680709,180.77143549281925,181.89783864982113,551,0.008
1960-12-22,SYNTH,182.22928610714155,184.16544444999906,181.28625235847943,183.22241070133694,554,0.008
1960-12-23,SYNTH,183.24001048132052,184.3640067588775,182.6756769013103,183.7996731788673,530,0.008
1960-12-26,SYNTH,183.3163955706915,184.28227140812683,182.51356172653237,183.4794375639677,508,0.008
1960-12-27,SYNTH,183.7117059877365,183.86004427473827,182.9248040068676,183.07314229386935,534,0.008
1960-12-28,SYNTH,182.35076539075212,188.66532054505092,177.43982638119977,183.75438153549857,576,0.008
1960-12-29,SYNTH,183.68402393100783,184.0574013376669,181.77710068654238,182.15047809320146,583,0.008
1960-12-30,SYNTH,182.33629586860107,183.53296815843183,181.90713815282797,183.10381044265873,542,0.008
1961-01-02,SYNTH,182.98957656530914,184.3216916118838,180.98975434344501,182.32186939001969,536,0.008
1961-01-03,SYNTH,181.8981689757734,184.49830554596818,180.70751935014513,183.30765592033993,577,0.008
1961-01-04,SYNTH,182.9968117974366,184.7548150344527,182.4921401211412,184.2501433581573,568,0.008
1961-01-05,SYNTH,183.98611807347618,184.68694496925207,183.46113358570602,184.1619604814819,509,0.008
1961-01-06,SYNTH,184.16576286724097,187.24276338374946,182.90644731758147,185.98344783408996,598,0.008
1961-01-09,SYNTH,185.93092034418356,187.86080247546894,185.60756061321842,187.5374427445038,586,0.008
1961-01-10,SYNTH,187.57527771950572,187.62942017045006,185.05076022472068,185.10490267566502,632,0.008
1961-01-11,SYNTH,185.45548755889496,187.92374928571053,181.0666234933819,183.53488522019748,604,0.008
1961-01-12,SYNTH,183.37798642580228,187.6085281817305,180.98831491492584,185.21885667085405,599,0.008
1961-01-13,SYNTH,185.61440759947587,187.2346385367963,184.41212590870808,186.0323568460285,522,0.015
1961-01-16,SYNTH,185.93983591149484,185.9760734795388,185.39287549119834,185.4291130592423,527,0.008
1961-01-17,SYNTH,185.14451575441748,191.66179236241697,178.10146682864126,184.61874343664076,528,0.008
1961-01-18,SYNTH,184.4455187282867,187.89217041227278,183.34443009992066,186.79108178390675,626,0.008
